Debug File version: Ver 1.0
Creator: Designer
Creator version: v11.5 SP3
Creator build: 11.5.3.10
External die name: M2S010
Package: 484 FBGA
Design Name: FIC
Probe A IO: available for probe A
Probe B IO: not available for probing
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[18]:COREAPBLSRAM_0/PRDATA_reg[18]:Q Type=0 ADDR=0x80013 (WADDR=0x8 BADDR=0x0 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21_set:Q Type=0 ADDR=0x1D0308 (WADDR=0x1D BADDR=0x0 PRBR=0x3 CLOFFSET=0x8)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[12]:COREAPBLSRAM_0/PRDATA_reg[12]:Q Type=0 ADDR=0x80214 (WADDR=0x8 BADDR=0x0 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_163_rs:Q Type=0 ADDR=0x23000C (WADDR=0x23 BADDR=0x0 PRBR=0x0 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_3_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_3_[0]:Q Type=0 ADDR=0x218116 (WADDR=0x21 BADDR=0x2 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_5_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_5_[3]:Q Type=0 ADDR=0x1A0108 (WADDR=0x1A BADDR=0x0 PRBR=0x1 CLOFFSET=0x8)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[29][2]:CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][2]:Q Type=0 ADDR=0x88118 (WADDR=0x8 BADDR=0x2 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[17].APB_32.INTR_reg[17]:CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_INTR_reg[17]:Q Type=0 ADDR=0xC8011 (WADDR=0xC BADDR=0x2 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[18][4]:CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][4]:Q Type=0 ADDR=0xB0116 (WADDR=0xB BADDR=0x0 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_74_set:Q Type=0 ADDR=0x1A010F (WADDR=0x1A BADDR=0x0 PRBR=0x1 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_113_set:Q Type=0 ADDR=0x1E8017 (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[30][2]:CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][2]:Q Type=0 ADDR=0x68018 (WADDR=0x6 BADDR=0x2 PRBR=0x0 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/edge_neg[9]:CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_edge_both[9]:Q Type=0 ADDR=0xD0213 (WADDR=0xD BADDR=0x0 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_170_rs:Q Type=0 ADDR=0x23010E (WADDR=0x23 BADDR=0x0 PRBR=0x1 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_44_set:Q Type=0 ADDR=0x16810A (WADDR=0x16 BADDR=0x2 PRBR=0x1 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_154_rs:Q Type=0 ADDR=0x1A0112 (WADDR=0x1A BADDR=0x0 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_15_set:Q Type=0 ADDR=0x188008 (WADDR=0x18 BADDR=0x2 PRBR=0x0 CLOFFSET=0x8)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[0][6]:CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][6]:Q Type=0 ADDR=0x48010 (WADDR=0x4 BADDR=0x2 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[9]:COREAPBLSRAM_0/PRDATA_reg[9]:Q Type=0 ADDR=0x78113 (WADDR=0x7 BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[6][2]:CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][2]:Q Type=0 ADDR=0x58218 (WADDR=0x5 BADDR=0x2 PRBR=0x2 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_14_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_14_[3]:Q Type=0 ADDR=0x1D0014 (WADDR=0x1D BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/gpin1[5]:CoreGPIO_0/xhdl1_GEN_BITS[5]_gpin1[5]:Q Type=0 ADDR=0xE8315 (WADDR=0xE BADDR=0x2 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_117_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_117_set:Q Type=0 ADDR=0x140117 (WADDR=0x14 BADDR=0x0 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_67_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_67_set:Q Type=0 ADDR=0x188009 (WADDR=0x18 BADDR=0x2 PRBR=0x0 CLOFFSET=0x9)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_240_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_240_rs:Q Type=0 ADDR=0x1F0016 (WADDR=0x1F BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[28][1]:CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][1]:Q Type=0 ADDR=0x50317 (WADDR=0x5 BADDR=0x0 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[20][4]:CoreGPIO_0/xhdl1_GEN_BITS[20]_REG_GEN_CONFIG_reg[20][4]:Q Type=0 ADDR=0x30118 (WADDR=0x3 BADDR=0x0 PRBR=0x1 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[5][2]:CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][2]:Q Type=0 ADDR=0x98318 (WADDR=0x9 BADDR=0x2 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[26][4]:CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26][4]:Q Type=0 ADDR=0xB0316 (WADDR=0xB BADDR=0x0 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_7_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_7_[1]:Q Type=0 ADDR=0x170006 (WADDR=0x17 BADDR=0x0 PRBR=0x0 CLOFFSET=0x6)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[2][7]:CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][7]:Q Type=0 ADDR=0xB8210 (WADDR=0xB BADDR=0x2 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_31_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_31_set:Q Type=0 ADDR=0x12010F (WADDR=0x12 BADDR=0x0 PRBR=0x1 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[27][4]:CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][4]:Q Type=0 ADDR=0x70215 (WADDR=0x7 BADDR=0x0 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_220_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_220_rs:Q Type=0 ADDR=0x140014 (WADDR=0x14 BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_50_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_50_set:Q Type=0 ADDR=0x170012 (WADDR=0x17 BADDR=0x0 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[9][0]:CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][0]:Q Type=0 ADDR=0xA0317 (WADDR=0xA BADDR=0x0 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[4][4]:CoreGPIO_0/xhdl1_GEN_BITS[4]_REG_GEN_CONFIG_reg[4][4]:Q Type=0 ADDR=0x38018 (WADDR=0x3 BADDR=0x2 PRBR=0x0 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[11][3]:CoreGPIO_0/xhdl1_GEN_BITS[11]_REG_GEN_CONFIG_reg[11][3]:Q Type=0 ADDR=0xA0214 (WADDR=0xA BADDR=0x0 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/gpin1[0]:CoreGPIO_0/xhdl1_GEN_BITS[0]_gpin1[0]:Q Type=0 ADDR=0x4000F (WADDR=0x4 BADDR=0x0 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_9_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_9_[0]:Q Type=0 ADDR=0x1A0016 (WADDR=0x1A BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_10_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_10_[1]:Q Type=0 ADDR=0xF800C (WADDR=0xF BADDR=0x2 PRBR=0x0 CLOFFSET=0xC)
ProbePoint: Name=CoreGPIO_0/edge_pos[5]:CoreGPIO_0/xhdl1_GEN_BITS[5]_APB_32_edge_pos[5]:Q Type=0 ADDR=0xF8015 (WADDR=0xF BADDR=0x2 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_10_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_10_[7]:Q Type=0 ADDR=0x18800C (WADDR=0x18 BADDR=0x2 PRBR=0x0 CLOFFSET=0xC)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_14_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_14_[5]:Q Type=0 ADDR=0x140017 (WADDR=0x14 BADDR=0x0 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[11][0]:CoreGPIO_0/xhdl1_GEN_BITS[11]_REG_GEN_CONFIG_reg[11][0]:Q Type=0 ADDR=0x80115 (WADDR=0x8 BADDR=0x0 PRBR=0x1 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_180_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_180_rs:Q Type=0 ADDR=0x15810A (WADDR=0x15 BADDR=0x2 PRBR=0x1 CLOFFSET=0xA)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_53_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_53_set:Q Type=0 ADDR=0x14020A (WADDR=0x14 BADDR=0x0 PRBR=0x2 CLOFFSET=0xA)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[30][1]:CoreGPIO_0/xhdl1_GEN_BITS[30]_REG_GEN_CONFIG_reg[30][1]:Q Type=0 ADDR=0x60018 (WADDR=0x6 BADDR=0x0 PRBR=0x0 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_2_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_2_set:Q Type=0 ADDR=0x1F000B (WADDR=0x1F BADDR=0x0 PRBR=0x0 CLOFFSET=0xB)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_14_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_14_[4]:Q Type=0 ADDR=0x170018 (WADDR=0x17 BADDR=0x0 PRBR=0x0 CLOFFSET=0x18)
ProbePoint: Name=CoreGPIO_0/GPOUT_reg[3]:CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_GPOUT_reg[3]:Q Type=0 ADDR=0x68110 (WADDR=0x6 BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_29_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_29_set:Q Type=0 ADDR=0x14010D (WADDR=0x14 BADDR=0x0 PRBR=0x1 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_105_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_105_set:Q Type=0 ADDR=0x1E8012 (WADDR=0x1E BADDR=0x2 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[6].gpin3[6]:CoreGPIO_0/xhdl1_GEN_BITS[6]_gpin3[6]:Q Type=0 ADDR=0x38211 (WADDR=0x3 BADDR=0x2 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[31]:COREAPBLSRAM_0/PRDATA_reg[31]:Q Type=0 ADDR=0x88014 (WADDR=0x8 BADDR=0x2 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[17]:COREAPBLSRAM_0/PRDATA_reg[17]:Q Type=0 ADDR=0xA0312 (WADDR=0xA BADDR=0x0 PRBR=0x3 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[19][7]:CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][7]:Q Type=0 ADDR=0xA8013 (WADDR=0xA BADDR=0x2 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[20].APB_32.INTR_reg[20]:CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_INTR_reg[20]:Q Type=0 ADDR=0x78211 (WADDR=0x7 BADDR=0x2 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[16]:COREAPBLSRAM_0/PRDATA_reg[16]:Q Type=0 ADDR=0x68013 (WADDR=0x6 BADDR=0x2 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[7][5]:CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7][5]:Q Type=0 ADDR=0x30113 (WADDR=0x3 BADDR=0x0 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[14].APB_32.INTR_reg[14]:CoreGPIO_0/xhdl1_GEN_BITS[14]_APB_32_INTR_reg[14]:Q Type=0 ADDR=0x68111 (WADDR=0x6 BADDR=0x2 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[29]:COREAPBLSRAM_0/PRDATA_reg[29]:Q Type=0 ADDR=0xA0212 (WADDR=0xA BADDR=0x0 PRBR=0x2 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_4_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_4_[4]:Q Type=0 ADDR=0x1F830B (WADDR=0x1F BADDR=0x2 PRBR=0x3 CLOFFSET=0xB)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_60_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_60_set:Q Type=0 ADDR=0x1F8113 (WADDR=0x1F BADDR=0x2 PRBR=0x1 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_10_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_10_[6]:Q Type=0 ADDR=0x14020B (WADDR=0x14 BADDR=0x0 PRBR=0x2 CLOFFSET=0xB)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_207_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_207_rs:Q Type=0 ADDR=0x158014 (WADDR=0x15 BADDR=0x2 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[17][2]:CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17][2]:Q Type=0 ADDR=0xB0117 (WADDR=0xB BADDR=0x0 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_151_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_151_rs:Q Type=0 ADDR=0x1D0116 (WADDR=0x1D BADDR=0x0 PRBR=0x1 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[8][2]:CoreGPIO_0/xhdl1_GEN_BITS[8]_REG_GEN_CONFIG_reg[8][2]:Q Type=0 ADDR=0x48216 (WADDR=0x4 BADDR=0x2 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_1_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_1_[1]:Q Type=0 ADDR=0x1B8019 (WADDR=0x1B BADDR=0x2 PRBR=0x0 CLOFFSET=0x19)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_152_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_152_rs:Q Type=0 ADDR=0x218017 (WADDR=0x21 BADDR=0x2 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[14].APB_32.GPOUT_reg[14]:CoreGPIO_0/xhdl1_GEN_BITS[14]_APB_32_GPOUT_reg[14]:Q Type=0 ADDR=0x70111 (WADDR=0x7 BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/edge_pos[24]:CoreGPIO_0/xhdl1_GEN_BITS[24]_APB_32_edge_both[24]:Q Type=0 ADDR=0x58010 (WADDR=0x5 BADDR=0x2 PRBR=0x0 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_6_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_6_[6]:Q Type=0 ADDR=0x11010E (WADDR=0x11 BADDR=0x0 PRBR=0x1 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_63_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_63_set:Q Type=0 ADDR=0x1F8114 (WADDR=0x1F BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=CoreAPB3_0_APBmslave3_PRDATA[0]:reg_apb_wrp_0/reg16x8_0/data_out[0]:Q Type=0 ADDR=0x8820F (WADDR=0x8 BADDR=0x2 PRBR=0x2 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_167_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_167_rs:Q Type=0 ADDR=0x1F810E (WADDR=0x1F BADDR=0x2 PRBR=0x1 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_140_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_140_rs:Q Type=0 ADDR=0x178310 (WADDR=0x17 BADDR=0x2 PRBR=0x3 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[17][6]:CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17][6]:Q Type=0 ADDR=0xC8214 (WADDR=0xC BADDR=0x2 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_237_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_237_rs:Q Type=0 ADDR=0x238013 (WADDR=0x23 BADDR=0x2 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_39_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_39_set:Q Type=0 ADDR=0x15030D (WADDR=0x15 BADDR=0x0 PRBR=0x3 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_243_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_243_rs:Q Type=0 ADDR=0x1C8114 (WADDR=0x1C BADDR=0x2 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[10].APB_32.GPOUT_reg[10]:CoreGPIO_0/xhdl1_GEN_BITS[10]_APB_32_GPOUT_reg[10]:Q Type=0 ADDR=0xB8312 (WADDR=0xB BADDR=0x2 PRBR=0x3 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[1][2]:CoreGPIO_0/xhdl1_GEN_BITS[1]_REG_GEN_CONFIG_reg[1][2]:Q Type=0 ADDR=0xA8317 (WADDR=0xA BADDR=0x2 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_223_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_223_rs:Q Type=0 ADDR=0x21810D (WADDR=0x21 BADDR=0x2 PRBR=0x1 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_96_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_96_set:Q Type=0 ADDR=0x18010D (WADDR=0x18 BADDR=0x0 PRBR=0x1 CLOFFSET=0xD)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[17].APB_32.GPOUT_reg[17]:CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_GPOUT_reg[17]:Q Type=0 ADDR=0xC8111 (WADDR=0xC BADDR=0x2 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_114_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_114_set:Q Type=0 ADDR=0x1D8117 (WADDR=0x1D BADDR=0x2 PRBR=0x1 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_4_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_4_[2]:Q Type=0 ADDR=0x22800D (WADDR=0x22 BADDR=0x2 PRBR=0x0 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_205_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_205_rs:Q Type=0 ADDR=0x18810E (WADDR=0x18 BADDR=0x2 PRBR=0x1 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_133_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_133_rs:Q Type=0 ADDR=0x1E0209 (WADDR=0x1E BADDR=0x0 PRBR=0x2 CLOFFSET=0x9)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_78_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_78_set:Q Type=0 ADDR=0x1A0317 (WADDR=0x1A BADDR=0x0 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/edge_pos[31]:CoreGPIO_0/xhdl1_GEN_BITS[31]_APB_32_edge_both[31]:Q Type=0 ADDR=0x50312 (WADDR=0x5 BADDR=0x0 PRBR=0x3 CLOFFSET=0x12)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_202_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_202_rs:Q Type=0 ADDR=0x16800E (WADDR=0x16 BADDR=0x2 PRBR=0x0 CLOFFSET=0xE)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_13_rs[2]:reg_apb_wrp_0/reg16x8_0/mem_13_[2]:Q Type=0 ADDR=0x230014 (WADDR=0x23 BADDR=0x0 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[6][7]:CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][7]:Q Type=0 ADDR=0x40111 (WADDR=0x4 BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[9][3]:CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][3]:Q Type=0 ADDR=0xE0314 (WADDR=0xE BADDR=0x0 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_5_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_5_[1]:Q Type=0 ADDR=0x188108 (WADDR=0x18 BADDR=0x2 PRBR=0x1 CLOFFSET=0x8)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_8_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_8_[5]:Q Type=0 ADDR=0x1A800A (WADDR=0x1A BADDR=0x2 PRBR=0x0 CLOFFSET=0xA)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[18][7]:CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][7]:Q Type=0 ADDR=0xB8110 (WADDR=0xB BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[21][1]:CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21][1]:Q Type=0 ADDR=0x90318 (WADDR=0x9 BADDR=0x0 PRBR=0x3 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_48_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_48_set:Q Type=0 ADDR=0x130110 (WADDR=0x13 BADDR=0x0 PRBR=0x1 CLOFFSET=0x10)
